"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error","oracle"
"Beta_SSE1609","random_X_and_Beta","nonzero",200,"glmnet_subset",2,4406.88318889438,0.986666666666667,1,4.19692569460242,0.482135104672477,0.3851,2348.62791891677,3.03462472693498,0.424922935920501,0.3814,"ORC_fine"
"Beta_SSE1610","random_X_and_Beta","nonzero",200,"glmnet_subset",20,4300.35207031108,0.993333333333333,1,3.95533114081162,0.472263789400702,0.378,2372.56964350565,2.88714117364389,0.417517588638052,0.3684,"ORC_fine"
"Beta_SSE1611","random_X_and_Beta","nonzero",200,"glmnet_subset",21,4346.65594402413,0.98,1,4.26448933618862,0.485042458924928,0.3883,2255.12220014032,2.94741504425701,0.420719923970742,0.3841,"ORC_fine"
"Beta_SSE1612","random_X_and_Beta","nonzero",200,"glmnet_subset",22,4246.10362698606,0.98,1,4.14739855264869,0.480196977989957,0.3814,2508.67468892962,2.99032208171997,0.420463444103585,0.3737,"ORC_fine"
"Beta_SSE1613","random_X_and_Beta","nonzero",200,"glmnet_subset",23,4295.59605617345,0.973333333333333,1,4.10076251856362,0.477309677039431,0.3785,2261.75125256794,2.97815780514382,0.421781065997454,0.3781,"ORC_fine"
"Beta_SSE1614","random_X_and_Beta","nonzero",200,"glmnet_subset",24,4341.2519864079,0.983333333333333,1,4.26102185093936,0.48689262256882,0.3886,2317.47373703766,3.15161037186545,0.433023541086985,0.3822,"ORC_fine"
"Beta_SSE1615","random_X_and_Beta","nonzero",200,"glmnet_subset",25,4327.77032084454,0.983333333333333,1,4.26186543506682,0.483090993585191,0.3863,2310.51130691026,3.14084869377908,0.430487072403416,0.3835,"ORC_fine"
"Beta_SSE1616","random_X_and_Beta","nonzero",200,"glmnet_subset",26,4325.63481405972,0.986666666666667,1,4.00369579736629,0.469836735793084,0.37,2321.72568318311,3.01208272398029,0.41820497705267,0.3626,"ORC_fine"
"Beta_SSE1617","random_X_and_Beta","nonzero",200,"glmnet_subset",27,4364.19127383643,0.98,1,4.21362624360371,0.480369491346952,0.3848,2426.71248458335,2.99076457412509,0.41925287733393,0.3778,"ORC_fine"
"Beta_SSE1618","random_X_and_Beta","nonzero",200,"glmnet_subset",28,4301.35969372803,0.986666666666667,1,4.1609900416184,0.480255571189392,0.3802,2309.95173762727,3.08116251687827,0.427655692616964,0.3761,"ORC_fine"
"Beta_SSE1619","random_X_and_Beta","nonzero",200,"glmnet_subset",29,4618.39011184466,0.986666666666667,1,4.3532979865047,0.482463739137028,0.3886,2542.00110352045,3.26875521109049,0.431319366692603,0.3782,"ORC_fine"
"Beta_SSE1620","random_X_and_Beta","nonzero",200,"glmnet_subset",3,4381.20211951753,0.976666666666667,1,4.17335011855589,0.476856102133338,0.3751,2350.2687451569,2.97766051738105,0.416559264069272,0.37,"ORC_fine"
"Beta_SSE1621","random_X_and_Beta","nonzero",200,"glmnet_subset",30,4391.449302879,0.99,1,4.2319110492796,0.479468818310348,0.3824,2449.67012226842,3.05469499414691,0.420359197917428,0.378,"ORC_fine"
"Beta_SSE1622","random_X_and_Beta","nonzero",200,"glmnet_subset",31,4380.38000337319,0.97,1,4.21166552515029,0.479556461411408,0.3747,2454.62386896636,3.03705172909651,0.421021147904727,0.371,"ORC_fine"
"Beta_SSE1623","random_X_and_Beta","nonzero",200,"glmnet_subset",32,4313.26756479989,0.976666666666667,1,4.18553131822345,0.482759829281669,0.3884,2348.1049897507,3.1716358592369,0.435431544484323,0.379,"ORC_fine"
"Beta_SSE1624","random_X_and_Beta","nonzero",200,"glmnet_subset",33,4285.60198284317,0.986666666666667,1,4.26357124643792,0.486220768871901,0.3817,2238.05337467605,2.97721042020349,0.422905551674647,0.3778,"ORC_fine"
"Beta_SSE1625","random_X_and_Beta","nonzero",200,"glmnet_subset",34,4031.23667287782,0.996666666666667,1,3.74472441683436,0.464544310901966,0.3887,2213.22415212088,2.98672541058945,0.421992339473691,0.3801,"ORC_fine"
"Beta_SSE1626","random_X_and_Beta","nonzero",200,"glmnet_subset",35,4472.9515369411,0.99,1,4.28531040123405,0.48203891437791,0.3863,2399.86602506818,3.06112050731556,0.422444013885269,0.3811,"ORC_fine"
"Beta_SSE1627","random_X_and_Beta","nonzero",200,"glmnet_subset",36,4369.67555005527,0.973333333333333,1,4.21543411821995,0.478792593237714,0.3749,2298.15473408834,2.96030793006756,0.416464129722003,0.3716,"ORC_fine"
"Beta_SSE1628","random_X_and_Beta","nonzero",200,"glmnet_subset",37,4396.17582199275,0.98,1,4.15675709055199,0.477994896456313,0.3919,2485.22792338438,3.13203874667614,0.427366722144874,0.3802,"ORC_fine"
"Beta_SSE1629","random_X_and_Beta","nonzero",200,"glmnet_subset",38,4246.69484774377,0.99,1,3.98070323252991,0.474801266101947,0.3854,2261.29523492595,2.95072529509776,0.420933167197227,0.3799,"ORC_fine"
"Beta_SSE1630","random_X_and_Beta","nonzero",200,"glmnet_subset",39,4368.69361151448,0.993333333333333,1,4.21944230775519,0.482379739919124,0.387,2390.20387796727,3.22342810318165,0.433119744868418,0.3792,"ORC_fine"
"Beta_SSE1631","random_X_and_Beta","nonzero",200,"glmnet_subset",4,4308.67372321919,0.98,1,4.04784903325767,0.474894667875681,0.3806,2307.78668246405,2.97515641632295,0.421300629031368,0.377,"ORC_fine"
"Beta_SSE1632","random_X_and_Beta","nonzero",200,"glmnet_subset",40,4391.28094393601,0.986666666666667,1,4.23943592843992,0.48015401098595,0.3795,2467.79353542862,3.12185216162757,0.423760128783287,0.3787,"ORC_fine"
"Beta_SSE1633","random_X_and_Beta","nonzero",200,"glmnet_subset",41,4394.47736361911,0.986666666666667,1,4.1688529351362,0.47769014836915,0.3783,2312.12662626095,3.03858231097363,0.422255555030517,0.3735,"ORC_fine"
"Beta_SSE1634","random_X_and_Beta","nonzero",200,"glmnet_subset",42,4399.80617000279,0.99,1,4.10298575959647,0.476279462804554,0.3824,2292.88072561457,2.96460906969495,0.419873399877902,0.3726,"ORC_fine"
"Beta_SSE1635","random_X_and_Beta","nonzero",200,"glmnet_subset",43,4422.6313371862,0.993333333333333,1,4.18181278695617,0.4752274381845,0.3753,2399.55624944684,3.12235127003547,0.421998224079519,0.3716,"ORC_fine"
"Beta_SSE1636","random_X_and_Beta","nonzero",200,"glmnet_subset",44,4235.47288225212,0.983333333333333,1,4.04141779108329,0.474282391346674,0.3827,2291.22626718938,3.11687937943597,0.426107761679478,0.3758,"ORC_fine"
"Beta_SSE1637","random_X_and_Beta","nonzero",200,"glmnet_subset",45,4447.20662011918,0.996666666666667,1,4.16474467128339,0.475910514863742,0.3804,2384.96025282809,3.03997036186262,0.419359631717321,0.3754,"ORC_fine"
"Beta_SSE1638","random_X_and_Beta","nonzero",200,"glmnet_subset",46,4312.24183017707,0.993333333333333,1,4.11943953686913,0.478542044267332,0.3825,2416.1196860915,2.98448219677312,0.419694804306421,0.3782,"ORC_fine"
"Beta_SSE1639","random_X_and_Beta","nonzero",200,"glmnet_subset",47,4405.47502686825,0.976666666666667,1,4.23878705255358,0.480063336221607,0.3815,2365.88874604801,3.05311930110263,0.419898124479128,0.3781,"ORC_fine"
"Beta_SSE1640","random_X_and_Beta","nonzero",200,"glmnet_subset",48,4331.49866238213,0.98,1,4.22183986132011,0.479134596902816,0.3718,2207.46603695626,3.06523183763071,0.421517136925756,0.3669,"ORC_fine"
"Beta_SSE1641","random_X_and_Beta","nonzero",200,"glmnet_subset",49,4364.23057491534,0.976666666666667,1,4.10461635256403,0.474278402210884,0.3682,2342.97232604554,3.06340437703332,0.420632464097242,0.3606,"ORC_fine"
"Beta_SSE1642","random_X_and_Beta","nonzero",200,"glmnet_subset",5,4146.52947887026,0.996666666666667,1,3.75456096839923,0.462396331697983,0.3944,2418.70144955028,3.04022485733825,0.423415884868886,0.3834,"ORC_fine"
"Beta_SSE1643","random_X_and_Beta","nonzero",200,"glmnet_subset",50,4374.62104405562,0.96,1,4.05182817982741,0.47304576759015,0.3735,2460.78367696084,2.98419685297887,0.417428126272517,0.3726,"ORC_fine"
"Beta_SSE1644","random_X_and_Beta","nonzero",200,"glmnet_subset",6,4263.19754115328,0.983333333333333,1,4.13896897233385,0.484638505290519,0.3951,2259.22833986682,3.12282627926589,0.436025494732542,0.3867,"ORC_fine"
"Beta_SSE1645","random_X_and_Beta","nonzero",200,"glmnet_subset",7,4369.98268941163,0.98,1,4.02643173005717,0.470575113586561,0.3703,2324.69715282438,2.83056642288369,0.408111075388655,0.367,"ORC_fine"
"Beta_SSE1646","random_X_and_Beta","nonzero",200,"glmnet_subset",8,4320.19044817769,0.99,1,4.05339698612715,0.472612406835146,0.3778,2259.7117069468,2.98863115072754,0.41782351359617,0.3684,"ORC_fine"
"Beta_SSE1647","random_X_and_Beta","nonzero",200,"glmnet_subset",9,4340.52996753649,0.993333333333333,1,4.12022361725673,0.476659288520845,0.3795,2380.88397751109,2.97026361266805,0.418817690770631,0.3717,"ORC_fine"
"Beta_SSE1648","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",1,4734.53527672917,0.95,1,5.29136876254324,0.519820043651037,0.432,2349.02123713994,3.90915801072889,0.466326765397608,0.4238,"observed"
"Beta_SSE1649","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",10,4735.4798854849,0.936666666666667,1,5.65705303175317,0.530065941641555,0.4227,2238.75290914772,3.89326181493481,0.464293596744341,0.4167,"observed"
"Beta_SSE1650","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",11,4634.53424731328,0.916666666666667,1,5.83336822124389,0.537218359506968,0.4252,2225.15447396704,3.88052723588634,0.465083945071427,0.4188,"observed"
"Beta_SSE1651","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",12,4469.63276711562,0.963333333333333,1,5.21526217625074,0.520252240373706,0.4379,2219.479384241,3.96289109234068,0.470947429891657,0.4242,"observed"
"Beta_SSE1652","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",13,4613.98775151638,0.97,1,5.48140209008414,0.531444398273044,0.4469,2347.02507142332,4.22395274817673,0.485773538959425,0.4353,"observed"
"Beta_SSE1653","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",14,4851.62730748589,0.93,1,5.49554198501456,0.5241799850035,0.4268,2385.94374327246,3.80725264522807,0.46048763419548,0.4215,"observed"
"Beta_SSE1654","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",15,4797.72960149322,0.863333333333333,1,6.19396018180733,0.546455843092803,0.4275,2308.00773332816,4.02337368536406,0.471888933124409,0.4271,"observed"
"Beta_SSE1655","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",16,4653.75091382288,0.92,1,5.62565657048843,0.530671724167161,0.4261,2252.31327742085,3.89570458290015,0.465822164872033,0.4184,"observed"
"Beta_SSE1656","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",17,4623.7400385482,0.953333333333333,1,5.43018366063656,0.523922820610288,0.4235,2288.77417893712,3.91055783286215,0.4663117314163,0.4213,"observed"
"Beta_SSE1657","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",18,4867.37528602088,0.92,1,6.06656389391816,0.544799983770156,0.4249,2348.97163767087,4.04614586323394,0.47261791669992,0.424,"observed"
"Beta_SSE1658","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",19,4522.56961354655,0.973333333333333,1,5.04362544022481,0.514679927630531,0.4274,2144.75435665728,3.66331339247147,0.457613603220182,0.4183,"observed"
"Beta_SSE1659","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",2,4604.4075167149,0.963333333333333,1,5.23009069694784,0.521050050241108,0.4389,2244.03844422993,3.85608862079278,0.468057472758827,0.429,"observed"
"Beta_SSE1660","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",20,4544.71919096806,0.956666666666667,1,5.06639316789007,0.515955958512813,0.43,2206.18680335753,3.76211685356364,0.465110935803665,0.4216,"observed"
"Beta_SSE1661","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",21,4546.68009906281,0.94,1,5.37732723917555,0.528249171886603,0.4544,2306.42834673195,4.06951944323422,0.48137072807238,0.4435,"observed"
"Beta_SSE1662","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",22,4599.21249727411,0.9,1,5.71026294748635,0.537836140042394,0.4338,2237.00244568527,4.02255687866442,0.477672568620428,0.4286,"observed"
"Beta_SSE1663","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",23,4744.47810581611,0.886666666666667,1,6.08041098706244,0.546619720677889,0.4328,2257.63368377523,4.0292731243682,0.476661084991538,0.4313,"observed"
"Beta_SSE1664","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",24,4525.51555878266,0.966666666666667,1,5.24357160697863,0.525602428237308,0.441,2238.5183637743,3.98509727152913,0.477487488206344,0.433,"observed"
"Beta_SSE1665","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",25,4560.8913163197,0.96,1,5.51685813871544,0.530290745321714,0.4481,2350.22826502358,4.18862020019065,0.483175867135046,0.4387,"observed"
"Beta_SSE1666","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",26,4543.27668001197,0.966666666666667,1,5.00552703926709,0.508978814496065,0.4203,2228.17825835547,3.74100218553694,0.457313855806223,0.4101,"observed"
"Beta_SSE1667","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",27,4590.71975617854,0.936666666666667,1,5.32417384088136,0.523106093732575,0.4326,2274.26941886059,3.86164386893138,0.468086458183686,0.4271,"observed"
"Beta_SSE1668","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",28,4703.52479577175,0.923333333333333,1,5.84831170852889,0.540816406323336,0.4289,2301.61999686235,3.94619928922919,0.473096302430726,0.4271,"observed"
"Beta_SSE1669","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",29,4997.90655680564,0.896666666666667,1,6.03477132919553,0.539329148385325,0.4333,2425.75815126924,4.11914609921706,0.47360981242033,0.4294,"observed"
"Beta_SSE1670","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",3,4526.13587444108,0.963333333333333,1,4.99929957418518,0.508896713126707,0.4292,2241.26346692398,3.76535275575985,0.458647499422498,0.4125,"observed"
"Beta_SSE1671","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",30,4569.80566950798,0.97,1,5.22285294641138,0.518124139109318,0.4352,2313.54529772602,3.92326125688605,0.467853449106537,0.4265,"observed"
"Beta_SSE1672","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",31,4605.4237718811,0.936666666666667,1,5.42315090269371,0.524670711593564,0.4346,2316.66204672375,3.96936687078781,0.469458314886571,0.4233,"observed"
"Beta_SSE1673","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",32,4657.89085201816,0.913333333333333,1,5.64141575058577,0.533301812045737,0.4221,2218.73391885075,3.86974378976088,0.466895677629856,0.416,"observed"
"Beta_SSE1674","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",33,4609.711309839,0.923333333333333,1,5.70612491521024,0.53791562101268,0.4243,2121.6479283384,3.74574662057507,0.464872298078887,0.4223,"observed"
"Beta_SSE1675","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",34,4452.9313659557,0.976666666666667,1,5.30851709315756,0.525901487296413,0.4397,2176.19251473849,3.95098492631933,0.47393520172243,0.4337,"observed"
"Beta_SSE1676","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",35,4848.16418360791,0.923333333333333,1,5.90977212825291,0.538605344020386,0.418,2323.65245099833,3.9088343915891,0.468202409388603,0.4121,"observed"
"Beta_SSE1677","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",36,4709.28930629529,0.923333333333333,1,5.72842286583264,0.533537803320974,0.4247,2265.04061367937,3.85979707216156,0.463293095638033,0.4209,"observed"
"Beta_SSE1678","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",37,4624.70279275957,0.966666666666667,1,5.26568068331753,0.520917499044121,0.4393,2323.54809219219,3.99018186585729,0.47171045465371,0.4293,"observed"
"Beta_SSE1679","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",38,4525.99106750779,0.953333333333333,1,5.25460619364668,0.523640118775419,0.4409,2228.41873823991,3.88138688890066,0.469651010705951,0.4299,"observed"
"Beta_SSE1680","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",39,4546.59412614307,0.973333333333333,1,5.01569208106973,0.51312456756828,0.4236,2189.67251386651,3.67353121458577,0.458405625344901,0.4198,"observed"
"Beta_SSE1681","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",4,4742.08637438488,0.906666666666667,1,5.86348085619868,0.53920917603667,0.4318,2293.89519557843,4.00616299396515,0.474523817564014,0.4272,"observed"
"Beta_SSE1682","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",40,4654.49566909819,0.94,1,5.53212977611225,0.528211175321586,0.4384,2362.4219403919,4.11073114664722,0.474227631768207,0.4317,"observed"
"Beta_SSE1683","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",41,4631.50784083247,0.95,1,5.2936215573307,0.519716616269692,0.4316,2282.9598987748,3.88661814844679,0.466097838004532,0.4235,"observed"
"Beta_SSE1684","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",42,4795.70469138395,0.93,1,5.72487525235411,0.533402632192275,0.4218,2247.04021003633,3.8425965486677,0.463529382634654,0.421,"observed"
"Beta_SSE1685","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",43,4676.67109640264,0.963333333333333,1,5.40356462695596,0.520080606651072,0.4322,2338.1075131981,3.96073935737518,0.464726648943713,0.422,"observed"
"Beta_SSE1686","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",44,4630.05392891215,0.94,1,5.68666925502659,0.534397621936987,0.4246,2219.84668650473,3.95143018273332,0.471397041762524,0.4214,"observed"
"Beta_SSE1687","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",45,4657.1138868898,0.96,1,5.20432380951868,0.515223139923942,0.4332,2281.00560754901,3.88035021424336,0.463424941851418,0.4222,"observed"
"Beta_SSE1688","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",46,4518.94723061478,0.966666666666667,1,5.16372597495898,0.519509625001265,0.4358,2260.63697698427,3.88007159121209,0.46830779159015,0.4239,"observed"
"Beta_SSE1689","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",47,4794.70479190717,0.916666666666667,1,5.95393199592423,0.540813745941288,0.4338,2326.25908843471,3.97945963759481,0.471238512877511,0.4304,"observed"
"Beta_SSE1690","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",48,4704.98456634083,0.953333333333333,1,5.87271549170071,0.537878996685354,0.4196,2202.86986872345,3.85538994050233,0.462647150071794,0.4188,"observed"
"Beta_SSE1691","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",49,4617.90785361745,0.95,1,5.35655499307619,0.522651446493689,0.4357,2330.72277186508,4.01563143824795,0.472411002731262,0.4237,"observed"
"Beta_SSE1692","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",5,4761.01018575644,0.936666666666667,1,5.98857288847594,0.543823819645106,0.437,2353.87260564276,4.12176759932797,0.478990632043615,0.4266,"observed"
"Beta_SSE1693","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",50,4570.50767072537,0.96,1,4.9800978610723,0.509185610232717,0.4156,2188.42685217091,3.62328242226673,0.450627007212084,0.41,"observed"
"Beta_SSE1694","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",6,4701.80960753437,0.913333333333333,1,5.96950173052115,0.549007844504379,0.4425,2269.72720299567,4.13012360702338,0.488319979903658,0.4342,"observed"
"Beta_SSE1695","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",7,4818.20437734974,0.893333333333333,1,5.9182257836696,0.537753249797486,0.4206,2289.93706037917,3.78686829348145,0.459928987720186,0.4206,"observed"
"Beta_SSE1696","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",8,4608.72331719809,0.97,1,5.37788082280873,0.521770588469645,0.4294,2288.50671473233,3.95689703309327,0.465090747844825,0.4197,"observed"
"Beta_SSE1697","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",9,4554.11285944356,0.983333333333333,1,5.20763260899834,0.518198103614154,0.4301,2301.82560245177,3.93818912031436,0.468455704348344,0.4217,"observed"
"Beta_SSE1698","random_X_and_Beta","nonzero",200,"IBMR_no_Gamma",1,4455.44802153498,0.97,1,4.04050682017943,0.47097461782604,0.3726,1855.69981096608,2.84495602934845,0.405352816376388,0.3701,"ORC_fine"
